Protein1_ID,Protein2_ID,label
Q6UW01,C3W5S7,0
Q5HYA8,C3W5S7,0
Q6ZMD2,C3W5S7,0
Q8IU68,C3W5S7,0
O43609,C3W5S7,0
O43194,C3W5S7,0
Q9BYE2,C3W5S7,0
O95388,C3W5S7,0
O15165,C3W5S7,0
Q5TGU0,C3W5S7,0
P13945,C3W5S7,0
Q96HJ5,C3W5S7,0
Q9UNG2,C3W5S7,0
O75360,C3W5S7,0
Q9H6D3,C3W5S7,0
Q96DW6,C3W5S7,0
Q9Y2U2,C3W5S7,0
Q5W0B7,C3W5S7,0
Q7Z601,C3W5S7,0
Q9Y342,C3W5S7,0
Q96D59,C3W5S7,0
P54852,C3W5S7,0
Q99678,C3W5S7,0
P46093,C3W5S7,0
P34995,C3W5S7,0
Q8IXQ9,C3W5S7,0
P43657,C3W5S7,0
Q9BWQ8,C3W5S7,0
Q6PCD5,C3W5S7,0
Q14449,C3W5S7,0
Q9Y5Z9,C3W5S7,0
Q8N2G6,C3W5S7,0
P57054,C3W5S7,0
Q19AV6,C3W5S7,0
Q6PCB0,C3W5S7,0
Q9GZU3,C3W5S7,0
P12074,C3W5S7,0
Q02221,C3W5S7,0
Q9BY08,C3W5S7,0
Q96NT5,C3W5S7,0
Q8WV19,C3W5S7,0
Q07326,C3W5S7,0
O95406,C3W5S7,0
Q8WXS4,C3W5S7,0
Q9BUJ0,C3W5S7,0
Q5VZY2,C3W5S7,0
O60320,C3W5S7,0
Q9BVK8,C3W5S7,0
O95857,C3W5S7,0
O14521,C3W5S7,0
Q96N19,C3W5S7,0
Q96N19,C3W5S2,0
Q9NVC3,C3W5S7,0
Q2L4Q9,C3W5S7,0
Q6ZVK1,C3W5S7,0
Q86Y78,C3W5S7,0
P57739,C3W5S7,0
Q9Y256,C3W5S7,0
Q96CP7,C3W5S7,0
Q96FZ5,C3W5S7,0
Q9UHJ9,C3W5S7,0
Q8TBQ9,C3W5S7,0
Q8N2M4,C3W5S7,0
Q8TDN7,C3W5S7,0
Q9NYZ1,C3W5S7,0
P0C025,C3W5S7,0
Q7L211,C3W5S7,0
O00322,C3W5S7,0
Q01453,C3W5S7,0
Q9NQ40,C3W5S7,0
Q8NFR3,C3W5S7,0
P20800,C3W5S7,0
Q6IN84,C3W5S7,0
Q5T9C9,C3W5S7,0
Q7Z7M8,C3W5S7,0
A0PJX4,C3W5S7,0
Q8N5C1,C3W5S7,0
Q9Y2G7,C3W5S7,0
Q8N4K4,C3W5S7,0
Q9NPC1,C3W5S7,0
Q66K66,C3W5S7,0
Q9BUK0,C3W5S7,0
A6NGC4,C3W5S7,0
Q9BZJ8,C3W5S7,0
Q8IY49,C3W5S7,0
P30518,C3W5S7,0
Q494U1,C3W5S7,0
Q9NSU2,C3W5S7,0
Q9HA90,C3W5S7,0
A6NNN8,C3W5S7,0
Q5QJU3,C3W5S7,0
A6NH21,C3W5S7,0
A6NJV1,C3W5S7,0
O95907,C3W5S7,0
A0PJW6,C3W5S7,0
Q9NX00,C3W5S7,0
Q8N2Y8,C3W5S7,0
Q8NBI2,C3W5S7,0
Q96LR4,C3W5S7,0
O00221,C3W5S7,0
Q9NYS7,C3W5S7,0
Q969S0,C3W5S7,0
Q13421,C3W5S7,0
Q8N966,C3W5S7,0
Q8IU89,C3W5S7,0
Q9UN76,C3W5S7,0
Q8WTR8,C3W5S7,0
O14669,C3W5S7,0
Q7RTY9,C3W5S7,0
Q68CP4,C3W5S7,0
P41217,C3W5S7,0
Q9UBH0,C3W5S7,0
Q6UX98,C3W5S7,0
Q6UW15,C3W5S7,0
Q9HA92,C3W5S7,0
Q7Z5A8,C3W5S7,0
Q5SV17,C3W5S7,0
Q6TCH7,C3W5S7,0
Q8N8Q1,C3W5S7,0
Q8N6M3,C3W5S7,0
Q13326,C3W5S7,0
Q8IYS5,C3W5S7,0
Q14CX5,C3W5S7,0
Q6UXD7,C3W5S2,0
Q86Y34,C3W5S7,0
Q5UAW9,C3W5S7,0
P58872,C3W5S7,0
P58294,C3W5S7,0
Q9H3K2,C3W5S7,0
Q9Y3I1,C3W5S7,0
Q9Y2W3,C3W5S7,0
Q86TN4,C3W5S7,0
Q6ZP29,C3W5S7,0
Q8NHE4,C3W5S7,0
Q9NS85,C3W5S7,0
Q8WV74,C3W5S7,0
Q5D0E6,C3W5S7,0
Q9NQE7,C3W5S7,0
Q9NUN7,C3W5S7,0
Q6NVU6,C3W5S7,0
Q8TCW7,C3W5S7,0
Q8N2H4,C3W5S7,0
Q9Y2A9,C3W5S7,0
Q14442,C3W5S7,0
A6NFX1,C3W5S7,0
Q8IXB3,C3W5S7,0
Q9H3S3,C3W5S7,0
O95600,C3W5S7,0
Q9NRR2,C3W5S7,0
Q0VAF6,C3W5S7,0
Q2M2I3,C3W5S7,0
O00155,C3W5S2,0
O95711,C3W5S7,0
Q92521,C3W5S7,0
Q96J86,C3W5S7,0
Q6P531,C3W5S7,0
Q9Y2T5,C3W5S7,0
Q08AI6,C3W5S7,0
A8MQ27,C3W5S7,0
Q8IZV2,C3W5S7,0
Q8N531,C3W5S7,0
O43300,C3W5S7,0
Q15722,C3W5S7,0
Q6UXH9,C3W5S7,0
Q13324,C3W5S7,0
Q6P2C0,C3W5S7,0
Q6P5X5,C3W5S7,0
Q8TBR7,C3W5S7,0
Q2QL34,C3W5S7,0
Q8NDV2,C3W5S7,0
A6NIM6,C3W5S7,0
Q69YG0,C3W5S7,0
Q9BQA9,C3W5S7,0
Q9H1Z9,C3W5S7,0
O95562,C3W5S7,0
Q96FM1,C3W5S7,0
Q96FM1,C3W5S2,0
Q14916,C3W5S7,0
Q5VWC8,C3W5S7,0
P26651,C3W5S7,0
P19397,C3W5S7,0
Q9Y284,C3W5S7,0
A6NC51,C3W5S7,0
A0PJX8,C3W5S7,0
Q9GZS9,C3W5S7,0
Q9BU61,C3W5S7,0
P0DH78,C3W5S7,0
P16410,C3W5S7,0
Q5U4P2,C3W5S7,0
Q5T4W7,C3W5S7,0
Q7Z6A9,C3W5S7,0
Q6UWK7,C3W5S7,0
Q6UWD8,C3W5S7,0
A8MZG2,C3W5S7,0
Q8NEQ5,C3W5S7,0
Q9NYP8,C3W5S7,0
Q86XQ3,C3W5S7,0
P48745,C3W5S7,0
P31358,C3W5S7,0
P0CG37,C3W5S7,0
Q9Y5I7,C3W5S7,0
Q8NHS1,C3W5S7,0
Q8NC01,C3W5S7,0
Q6UXN8,C3W5S7,0
Q7Z4L0,C3W5S7,0
P60606,C3W5S7,0
O00574,C3W5S7,0
Q6ZPD8,C3W5S7,0
Q5JR98,C3W5S7,0
Q6UWT2,C3W5S7,0
O14944,C3W5S7,0
Q9NQR9,C3W5S7,0
Q8NBF1,C3W5S3,0
Q8IZ08,C3W5S7,0
O00270,C3W5S7,0
Q9NZD1,C3W5S7,0
Q16661,C3W5S7,0
Q9Y5L2,C3W5S7,0
O00198,C3W5S7,0
Q14773,C3W5S7,0
O75144,C3W5S7,0
P26951,C3W5S7,0
P15248,C3W5S7,0
Q9Y6H6,C3W5S7,0
Q9UBX7,C3W5S7,0
P49862,C3W5S7,0
Q8NCW0,C3W5S7,0
P59990,C3W5S7,0
Q3LI76,C3W5S7,0
Q9BYR8,C3W5S7,0
Q53RY4,C3W5S7,0
Q06643,C3W5S7,0
Q16553,C3W5S7,0
O95867,C3W5S7,0
H3BQJ8,C3W5S7,0
Q8N2G4,C3W5S7,0
Q6UXB3,C3W5S7,0
Q6UWN0,C3W5S7,0
Q6UWN5,C3W5S7,0
Q13021,C3W5S7,0
P04201,C3W5S7,0
Q86SM8,C3W5S7,0
A6NDP7,C3W5S7,0
Q16617,C3W5S7,0
Q9GZP1,C3W5S7,0
Q9BRQ5,C3W5S7,0
B3GLJ2,C3W5S7,0
P0C8F1,C3W5S7,0
Q3MUY2,C3W5S7,0
Q86VD9,C3W5S7,0
Q7Z6Z6,C3W5S7,0
Q7RTY3,C3W5S7,0
E5RG02,C3W5S7,0
O60542,C3W5S7,0
P83859,C3W5S7,0
Q9HD89,C3W5S7,0
A6NCQ9,C3W5S7,0
Q96DX8,C3W5S7,0
Q8TEE9,C3W5S7,0
Q6UWV7,C3W5S7,0
Q9Y3P8,C3W5S7,0
Q8IY34,C3W5S7,0
Q8IY34,C3W5S2,0
Q8TCU3,C3W5S7,0
P0DP57,C3W5S7,0
A0A1B0GVQ0,C3W5S7,0
Q8NHX4,C3W5S7,0
Q0P670,C3W5S7,0
P58062,C3W5S7,0
Q8N7X2,C3W5S7,0
O95473,C3W5S7,0
Q9NYV7,C3W5S2,0
A0PJX2,C3W5S7,0
B3SHH9,C3W5S7,0
A6NML5,C3W5S7,0
Q6GV28,C3W5S7,0
B2RXF0,C3W5S7,0
Q24JQ0,C3W5S7,0
Q8NDY8,C3W5S7,0
Q4KMG9,C3W5S7,0
O14836,C3W5S7,0
P32971,C3W5S7,0
P41273,C3W5S7,0
Q9NZC2,C3W5S7,0
Q96RP3,C3W5S7,0
Q9UKP6,C3W5S7,0
Q8NHY6,C3W5S7,0
Q9NS66,C3W5S7,0
P56749,C3W5S7,0
O95136,C3W5S7,0
P49190,C3W5S7,0
P60893,C3W5S7,0
Q9UHM6,C3W5S7,0
P41968,C3W5S7,0
Q8WW43,C3W5S7,0
P41146,C3W5S7,0
P51582,C3W5S7,0
P25101,C3W5S7,0
O15218,C3W5S7,0
Q9BT76,C3W5S7,0
P49682,C3W5S7,0
Q969F8,C3W5S7,0
P32246,C3W5S7,0
O60478,C3W5S7,0
Q9Y5U5,C3W5S7,0
Q6PEY1,C3W5S7,0
Q6PEY1,C3W5S2,0
P41231,C3W5S7,0
Q8TDU6,C3W5S7,0
Q9H1C0,C3W5S7,0
Q9H1C0,C3W5S2,0
P46092,C3W5S2,0
Q8N1E2,C3W5S7,0
Q9HBW0,C3W5S2,0
Q9H228,C3W5S7,0
P50052,C3W5S7,0
O76082,C3W5S7,0
P21918,C3W5S7,0
Q96RI0,C3W5S7,0
P21731,C3W5S7,0
O43603,C3W5S7,0
P46091,C3W5S7,0
P25103,C3W5S7,0
Q9GZN0,C3W5S7,0
Q13304,C3W5S7,0
P25105,C3W5S7,0
P0DMC3,C3W5S7,0
O14842,C3W5S7,0
Q16570,C3W5S7,0
O00590,C3W5S7,0
I3L1E1,C3W5S7,0
A0A1B0GTL2,C3W5S7,0
Q8TDV5,C3W5S7,0
Q8NGU9,C3W5S7,0
Q99679,C3W5S7,0
Q96P67,C3W5S7,0
Q9H3N8,C3W5S7,0
Q9BYR7,C3W5S7,0
Q9BYR6,C3W5S7,0
Q8NDX9,C3W5S7,0
Q8TDS7,C3W5S7,0
Q96LB1,C3W5S7,0
Q96LB1,C3W5S2,0
Q99463,C3W5S7,0
O95665,C3W5S3,0
A8MZH6,C3W5S7,0
Q9HBJ0,C3W5S7,0
Q06141,C3W5S7,0
Q9BQ08,C3W5S7,0
Q8TDU9,C3W5S7,0
P0DN84,C3W5S7,0
Q9BXA5,C3W5S7,0
Q2WGJ8,C3W5S7,0
Q9P1P4,C3W611,0
Q07326,C3W5X5,0
Q9UHM6,C3W5X5,0
O95665,C3W6G3,0
A4IF30,P03437,0
A6NC86,P03437,0
P39905,P03437,0
Q00444,P03437,0
Q03828,P03437,0
P31276,P03437,0
Q96S42,P03437,0
P60852,P03437,0
P60852,P69277,0
P56747,P03437,0
O95484,P03437,0
O95484,P69277,0
P11511,P03437,0
O43248,P03437,0
O00255,P03437,0
Q96MS0,P03437,0
O95833,P03437,0
Q9H2W2,P03437,0
Q9H2W2,P69277,0
P49842,P03437,0
Q8NFM7,P03437,0
Q02535,P03437,0
Q8IXA5,P03437,0
Q8IXA5,P69277,0
O75951,P03437,0
O75951,P69277,0
P09544,P03437,0
P11161,P03437,0
Q13351,P03437,0
Q13351,P69277,0
P14652,P03437,0
Q9BUD6,P03437,0
Q9BUD6,P69277,0
Q0VG99,P03437,0
Q9BRJ9,P03437,0
Q9BRJ9,P69277,0
O95863,P03437,0
P09067,P03437,0
Q9Y4X3,P03437,0
Q9UBR4,P03437,0
Q92886,P03437,0
O75508,P03437,0
P03901,P69277,0
Q9BXU8,P03437,0
P15173,P03437,0
Q9UBX0,P03437,0
A6NCS4,P03437,0
P03999,P03437,0
P03999,P69277,0
P41587,P03437,0
P41587,P69277,0
Q9NP59,P03437,0
A6NHT5,P03437,0
Q01959,P69277,0
Q14469,P03437,0
O15178,P03437,0
O75414,P69277,0
P25874,P03437,0
Q15672,P03437,0
Q15672,P69277,0
Q9NPG1,P03437,0
P31275,P03437,0
Q9GZX9,P03437,0
P19544,P03437,0
O95832,P69277,0
P04628,P03437,0
P04628,P69277,0
P60323,P69277,0
Q86U70,P03437,0
P28356,P03437,0
P31273,P03437,0
P11487,P03437,0
P00374,P03437,0
P08709,P03437,0
Q5T4F7,P03437,0
P02489,P03437,0
Q9NYJ7,P03437,0
Q9NYJ7,P69277,0
Q9UJW3,P03437,0
Q9NPG2,P03437,0
Q9GZZ0,P03437,0
Q9Y6C5,P03437,0
Q9Y6C5,P69277,0
Q9H1J5,P03437,0
P10082,P03437,0
Q16613,P03437,0
P24530,P03437,0
Q9UHB6,P03437,0
Q9P299,P03437,0
Q9Y5W5,P03437,0
P23942,P03437,0
P78563,P03437,0
P13385,P03437,0
P13385,P69277,0
Q14623,P03437,0
P13349,P03437,0
P05305,P03437,0
P01344,P03437,0
P03897,P03437,0
Q92765,P03437,0
P62952,P03437,0
P62952,P69277,0
Q04743,P03437,0
P08034,P03437,0
P08034,P69277,0
Q9H255,P03437,0
Q9H255,P69277,0
Q9H2X0,P03437,0
Q13253,P03437,0
Q9NZJ0,P03437,0
Q9Y4Z2,P03437,0
Q9Y4Z2,P69277,0
P40126,P03437,0
O94907,P03437,0
O43763,P03437,0
Q5TGS1,P03437,0
P18075,P03437,0
Q92819,P03437,0
O15105,P03437,0
P61968,P03437,0
O00744,P03437,0
P01178,P03437,0
P01178,P69277,0
P01185,P03437,0
P01185,P69277,0
P01222,P03437,0
P01189,P03437,0
O43711,P03437,0
Q9HB31,P03437,0
Q9HB31,P69277,0
P32245,P03437,0
P32245,P69277,0
P08833,P03437,0
Q6ZQN5,P03437,0
Q6ZQN5,P69277,0
Q12951,P03437,0
Q93097,P03437,0
Q93097,P69277,0
Q86WK9,P03437,0
Q8TEZ7,P69277,0
P41145,P03437,0
P41145,P69277,0
P49888,P03437,0
O15130,P03437,0
P60201,P03437,0
P60201,P69277,0
Q9HD36,P03437,0
Q9HD36,P69277,0
Q9H772,P03437,0
Q30201,P03437,0
Q9C004,P03437,0
Q6XYB7,P03437,0
Q6XYB7,P69277,0
P20941,P03437,0
P47898,P03437,0
P47898,P69277,0
Q0VDI3,P03437,0
Q0VDI3,P69277,0
Q9HD90,P03437,0
P46663,P03437,0
P46663,P69277,0
P35462,P03437,0
Q86SH2,P03437,0
Q9UIW0,P03437,0
O43246,P03437,0
O43246,P69277,0
P04216,P03437,0
Q8IWA0,P03437,0
Q6ZTI6,P03437,0
Q6ZTI6,P69277,0
Q7RTM1,P03437,0
Q5BIV9,P03437,0
P01160,P03437,0
Q9BT81,P03437,0
Q9NRR8,P03437,0
P61236,P03437,0
Q99684,P03437,0
Q9P109,P03437,0
Q5SW24,P03437,0
P49281,P69277,0
O15503,P03437,0
Q9Y5U4,P69277,0
P25713,P03437,0
P14679,P03437,0
P14679,P69277,0
Q2TAL5,P03437,0
Q9NZ42,P03437,0
Q9NP60,P03437,0
Q9NY26,P69277,0
Q8IYX4,P03437,0
Q8IYX4,P69277,0
P18089,P03437,0
Q9BZR6,P03437,0
Q9BZR6,P69277,0
Q969M2,P03437,0
Q86UN2,P03437,0
O43612,P03437,0
O43612,P69277,0
O95452,P03437,0
O95452,P69277,0
O95377,P03437,0
Q9NTQ9,P03437,0
Q9NTQ9,P69277,0
P36382,P03437,0
P36382,P69277,0
Q9NYP7,P03437,0
P50219,P03437,0
P10767,P03437,0
O95813,P03437,0
Q8N907,P03437,0
Q8N907,P69277,0
Q9BXL5,P03437,0
Q6QHK4,P03437,0
O00204,P03437,0
Q12841,P03437,0
Q04941,P03437,0
Q04941,P69277,0
O95390,P03437,0
P00540,P03437,0
A7MBM2,P03437,0
A7MBM2,P69277,0
Q99895,P03437,0
P21810,P03437,0
Q96T25,P03437,0
Q9NYF0,P03437,0
Q07001,P69277,0
Q9HBV1,P03437,0
Q8TDD2,P03437,0
P34972,P03437,0
P34972,P69277,0
Q02094,P03437,0
P01584,P03437,0
Q9NSP4,P69277,0
Q9UD57,P03437,0
Q14526,P03437,0
Q9ULI3,P03437,0
P01215,P03437,0
P01215,P69277,0
Q9UBV7,P03437,0
A0JLT2,P03437,0
O43597,P03437,0
O43597,P69277,0
Q9Y644,P03437,0
Q9NQ87,P03437,0
Q8NB15,P03437,0
A5LHX3,P03437,0
Q9Y4P1,P03437,0
Q9P2V4,P03437,0
P04921,P03437,0
P04921,P69277,0
P20827,P03437,0
P14061,P69277,0
Q8WUT9,P03437,0
P48065,P03437,0
P48065,P69277,0
Q8N0S6,P03437,0
Q8NG41,P03437,0
Q8NG41,P69277,0
Q9NRS4,P03437,0
Q8IXZ3,P03437,0
O00587,P03437,0
Q658Y4,P03437,0
Q96QK8,P03437,0
Q96QK8,P69277,0
Q8TCJ0,P03437,0
Q96FX8,P03437,0
Q96FX8,P69277,0
Q7RTS6,P03437,0
Q7RTS6,P69277,0
P48067,P03437,0
P48067,P69277,0
Q86W74,P03437,0
Q6UWV2,P03437,0
Q86YN6,P03437,0
P22914,P03437,0
Q12999,P69277,0
Q5VUM1,P03437,0
Q9Y5L3,P03437,0
Q9Y5L3,P69277,0
P12034,P03437,0
Q9GZV9,P03437,0
P04278,P03437,0
P04278,P69277,0
P41222,P03437,0
Q9BXN1,P03437,0
Q9NR71,P03437,0
Q5VXT5,P03437,0
Q5VXT5,P69277,0
P08217,P03437,0
O15522,P03437,0
O60383,P03437,0
Q9Y255,P03437,0
P35212,P03437,0
Q02643,P03437,0
Q02643,P69277,0
P01374,P03437,0
O14684,P03437,0
O14684,P69277,0
Q9UBG7,P03437,0
Q8WXF3,P03437,0
Q8WXF3,P69277,0
Q9Y5Q6,P03437,0
P51460,P03437,0
P51460,P69277,0
P32241,P03437,0
P32241,P69277,0
P02765,P03437,0
O95994,P03437,0
Q92536,P69277,0
P59536,P03437,0
P59536,P69277,0
Q9NYW5,P03437,0
P59534,P03437,0
P59534,P69277,0
P59533,P03437,0
P59533,P69277,0
Q9NYW6,P03437,0
Q9NYW6,P69277,0
B1AKI9,P03437,0
O95972,P03437,0
O95972,P69277,0
Q9UFC0,P03437,0
A6NJT0,P03437,0
Q6NVV7,P03437,0
O14508,P03437,0
Q8N967,P03437,0
P22888,P03437,0
P01225,P03437,0
Q5GH73,P03437,0
Q5GH73,P69277,0
Q8NFH4,P03437,0
Q8IZJ6,P03437,0
Q8IZJ6,P69277,0
Q96CH1,P03437,0
Q96CH1,P69277,0
Q12912,P03437,0
P40967,P03437,0
Q08334,P03437,0
Q2TBA0,P03437,0
Q8IZF7,P03437,0
Q6U736,P03437,0
Q9NVV5,P03437,0
Q6ICB4,P03437,0
Q6ICB4,P69277,0
Q9H8P0,P03437,0
Q9NYB5,P03437,0
Q9UK55,P03437,0
O60906,P03437,0
Q14162,P03437,0
Q14162,P69277,0
Q9BR61,P03437,0
Q6UWI4,P03437,0
Q6UWI4,P69277,0
O00634,P03437,0
O00634,P69277,0
Q5VTY9,P03437,0
Q8WY22,P03437,0
Q8TCT7,P03437,0
Q9H310,P03437,0
Q8TCT6,P03437,0
Q96FV2,P03437,0
Q96FV2,P69277,0
A4D1B5,P03437,0
Q3SXP7,P03437,0
Q9NP95,P03437,0
P57055,P03437,0
P26998,P03437,0
O75712,P03437,0
Q9HB14,P03437,0
Q9HB14,P69277,0
O75840,P69277,0
A6NDD5,P03437,0
Q9BZM3,P03437,0
Q7Z769,P69277,0
Q14973,P69277,0
Q86WB7,P03437,0
Q86WB7,P69277,0
P80075,P03437,0
P80075,P69277,0
O43692,P03437,0
Q5MY95,P03437,0
Q9BSH5,P03437,0
P01135,P03437,0
P01135,P69277,0
Q9BSN7,P03437,0
Q9BSN7,P69277,0
O43464,P03437,0
Q7RTX1,P03437,0
Q7RTX1,P69277,0
P01732,P69277,0
Q9ULK6,P69277,0
P40933,P03437,0
Q8N145,P03437,0
P43116,P03437,0
P43116,P69277,0
P35408,P03437,0
Q69YN2,P03437,0
Q9P2E8,P03437,0
Q9Y4U1,P03437,0
Q8N699,P03437,0
Q9BT56,P03437,0
Q9BT56,P69277,0
O43316,P03437,0
Q9BV10,P03437,0
Q9BV10,P69277,0
A1L157,P03437,0
A1L157,P69277,0
Q8NEN0,P03437,0
Q9BYZ8,P03437,0
Q96RI9,P03437,0
P28336,P03437,0
O15354,P03437,0
Q8N228,P03437,0
Q9UQQ2,P03437,0
Q96RI8,P03437,0
Q9P1P4,P03437,0
Q9P1P4,P69277,0
O14804,P03437,0
O14804,P69277,0
Q9P1P5,P03437,0
P37288,P03437,0
O76076,P03437,0
O76076,P69277,0
Q16520,P03437,0
Q8IY57,P03437,0
Q9HCP6,P03437,0
Q9BRL7,P03437,0
Q15669,P03437,0
Q13596,P03437,0
