Protein1_ID,Protein2_ID,label
O43707,P03496,1
P41252,P03496,1
Q8WW12,P03496,1
Q6NZI2,P03496,1
P27105,P03496,1
P53621,P03496,1
P62491,P03496,1
O00308,P03496,1
P52298,P03496,1
P62913,P03496,1
Q9Y5S9,P03496,1
P08590,P03496,1
P68133,P03496,1
Q15843,P03496,1
P49770,P03496,1
P38646,P03496,1
P37837,P03496,1
P48643,P03431,1
P09651,P69277,1
P24752,P03496,1
P07437,P03508,1
Q14576,P03496,1
P02545,P03431,1
O00459,P69277,1
Q9UMS4,P03496,1
P05976,P03496,1
Q7Z3B4,P03431,1
Q92686,P03496,1
Q9HAU4,P03428,1
P01040,P03496,1
O95573,P03496,1
P12814,P03466,1
Q9Y5L4,P03496,1
Q9NQZ2,P03496,1
Q9H0S4,P03496,1
P12270,P03431,1
Q9H444,P03496,1
P10809,P03431,1
Q08170,P03496,1
Q8TF65,P03496,1
Q00403,P03496,1
P21333,P03496,1
Q14315,P03496,1
P61604,P03496,1
Q9BY77,P03496,1
P19784,P03496,1
P16401,P03496,1
Q8NE71,P03496,1
Q9UJC3,P03508,1
Q99623,P03496,1
P40939,P03496,1
O43865,P03496,1
O43583,P03496,1
Q13283,P03433,1
P37198,P03496,1
P20839,P03496,1
P68032,P03496,1
O15355,P03496,1
O95793,P69277,1
Q9BWF3,P03496,1
P16615,P03508,1
P43243,P03428,1
P05067,P03496,1
Q9NV96,P03496,1
Q14847,P03496,1
Q15427,P03496,1
Q13243,P03496,1
P53597,P03496,1
Q9H1K1,P03496,1
Q9Y277,P03496,1
O00161,P03496,1
P61224,P03496,1
Q9ULX6,P03428,1
P08727,P03496,1
Q9NRX4,P03496,1
Q14565,P03496,1
P05455,P03496,1
Q15637,P03431,1
P20290,P03496,1
P06454,P03496,1
P63010,P03496,1
Q08752,P03496,1
P04083,P03496,1
Q12959,P03508,1
P60709,P03431,1
Q96BJ3,P03496,1
P11717,P03496,1
P50213,P03496,1
O00487,P03496,1
Q71U36,P03508,1
P41091,P03496,1
P23526,P03496,1
Q9NZZ3,P03496,1
Q1KMD3,P03496,1
Q9HCE5,P03496,1
P26196,P03496,1
P08134,P03496,1
Q96A32,P03496,1
Q9GZR7,P03496,1
Q8NC69,P03508,1
P06733,P69277,1
P51659,P03496,1
O00483,P03496,1
O15347,P03496,1
Q96I25,P03496,1
Q9NQI0,P03496,1
P63316,P03496,1
Q13123,P03431,1
Q14240,P03431,1
O00571,P03431,1
Q8N6N7,P03496,1
P62333,P03496,1
P45379,P03496,1
Q08AM6,Q02600,1
O43676,P03496,1
Q96JJ7,P03496,1
O14654,P69277,1
P68371,P69277,1
P55036,P03428,1
O00303,P03496,1
Q9UBS4,P03496,1
Q9NTK5,P03496,1
P08621,P03496,1
P35658,P03433,1
P50990,P03431,1
P15880,P03496,1
P46379,P03496,1
P55010,P03496,1
A6NHQ2,P03496,1
P08708,P03496,1
Q9NR33,P03496,1
P17987,P03431,1
Q96EY1,P03496,1
Q7Z7J9,P03496,1
P27708,P03496,1
P31943,P69277,1
P07305,P03496,1
Q9P0L0,P03496,1
P06396,P03496,1
P52434,P03496,1
P28838,P03496,1
Q9Y265,P03431,1
Q9Y295,P03431,1
Q8TD31,P03431,1
P11310,P03496,1
P78330,P03496,1
P61978,P03431,1
P45880,P03496,1
P29373,P03496,1
P18583,P03428,1
Q9BX40,P03496,1
Q96AE4,P03496,1
Q9UQ80,P03496,1
O94906,P03496,1
P25490,P03496,1
Q8TAA3,P03496,1
O14503,P03496,1
P52292,P03508,1
P38919,P03496,1
Q6P1J9,P03496,1
Q13561,P03496,1
P55036,P03496,1
Q14258,P69277,1
Q9UK08,P03496,1
O75937,P03496,1
Q02978,P03496,1
O00267,P03496,1
Q9H0C2,P03496,1
Q9UMX5,P03496,1
Q96DH6,P03496,1
P46781,P03496,1
P13984,P03496,1
Q12926,P03496,1
Q6P161,P03496,1
P15090,P03496,1
P23284,P03431,1
P00367,P03496,1
O75947,P03508,1
Q6KB66,P03433,1
P13693,P03496,1
Q15637,P03496,1
P42765,P03496,1
P63151,P03496,1
O75955,P03496,1
Q96S59,P03431,1
O14641,P03496,1
Q3ZCQ8,P03496,1
Q13547,P03496,1
Q15651,P03496,1
Q8N163,P03428,1
P68104,P69277,1
O75190,P03428,1
P55209,P03508,1
Q9HCC0,P03496,1
Q01085,P03496,1
Q13501,P03431,1
O14818,P03428,1
P60900,P03496,1
P14317,P03496,1
P10515,P03496,1
Q9NR12,P03496,1
P17844,P03431,1
O15173,P03496,1
P06493,P03496,1
P25786,P03496,1
O95793,P03508,1
Q15084,P03496,1
P55854,P03496,1
P23458,P03496,1
Q13287,P03431,1
O75533,P03496,1
Q14019,P03496,1
P22415,P03496,1
P22061,P03496,1
Q9Y230,P03431,1
Q15019,P03496,1
P63267,P03496,1
Q9NRQ5,P03496,1
Q9BV20,P03433,1
P22626,P03508,1
Q13148,P03496,1
Q09472,P03508,1
P24941,P03496,1
Q8NF50,P03496,1
P38117,P03496,1
Q9H299,P03496,1
P48539,P03496,1
Q12797,P03496,1
Q96DA6,P03496,1
P63261,P03466,1
P56556,P03496,1
Q92905,P03433,1
P0C7W6,P03428,1
P59910,P03428,1
Q9UBW7,P69277,1
Q12906,P03508,1
Q6QNY1,P03496,1
Q12798,P03496,1
P48047,P03496,1
P50579,P03496,1
Q99497,P03496,1
P68371,P03508,1
P82914,P03496,1
Q9Y2X3,P03496,1
O76021,P03496,1
P51148,P03496,1
Q7Z6Z7,P03496,1
O00571,P03428,1
Q12800,P03496,1
O95292,P03496,1
Q4G0F5,P03496,1
P20962,P03496,1
O14810,P03496,1
Q12959,P69277,1
Q9HCK8,P03431,1
O14530,P03508,1
P23284,P03496,1
P35998,P03428,1
Q9Y224,P69277,1
Q06787,P03496,1
Q92905,P03431,1
Q99729,P69277,1
A0PJW8,P03496,1
P05783,P03496,1
P45973,P03496,1
P61586,P03496,1
P55884,P03496,1
O00330,P03496,1
Q49AH0,P03496,1
P36957,P03496,1
Q9NXG2,P03496,1
P52294,P69277,1
Q9BTM1,P69277,1
Q14257,P03496,1
Q9NPC6,P03496,1
Q9BRK4,P03431,1
Q9NP86,P03496,1
P62979,P03496,1
Q8TD84,P03496,1
P11021,P03508,1
Q5T5U3,P03508,1
P49411,P03496,1
Q629K1,P03496,1
P10412,P03496,1
Q08211,P03508,1
Q06787,P03431,1
P20618,P03496,1
Q06547,P03496,1
P33993,P03428,1
P43243,P69277,1
P04637,P03496,1
Q96EP5,P03496,1
Q9BQE3,Q02600,1
P51911,P03496,1
Q9GZT4,P03496,1
P30153,P03496,1
Q14764,P03428,1
P53816,P03496,1
Q9NWM8,P03496,1
P09622,P03496,1
Q9BQI0,P03496,1
Q96KP4,P03496,1
Q14103,P69277,1
Q9HB71,P03496,1
Q01449,P03496,1
Q96EE4,P03496,1
P62195,P03428,1
Q9NRV9,P03496,1
P62495,P03496,1
O60884,P03496,1
P19388,P03496,1
P09486,P03496,1
Q12959,C3W5S7,1
P0CAP2,P03428,1
Q9Y224,P03431,1
Q16527,P03496,1
P26583,P03496,1
P14868,P03496,1
Q9Y3B8,P03496,1
O14503,P03428,1
Q9BWF3,P03428,1
O95816,P03431,1
P07437,P03431,1
Q15942,P03508,1
P62310,P03496,1
Q9Y281,P03496,1
P34932,P03485,1
P27361,P03496,1
P00338,P03496,1
Q6P2Q9,P03496,1
Q00577,P03496,1
P78371,P03431,1
Q15424,P03496,1
Q9Y4Z0,P03496,1
Q8N9I0,P03496,1
P62942,P03496,1
Q9H257,Q02600,1
Q9UQN3,P03496,1
Q9P0M6,P03496,1
P51648,P03496,1
P53567,P03496,1
P30519,P03496,1
A8MU46,P03496,1
P62191,P03428,1
P23526,P03431,1
P19013,P03496,1
Q9UHP9,P03496,1
P01112,P03496,1
P11021,P03431,1
P52732,P03428,1
O60716,P03496,1
Q96NC0,P03496,1
P55265,P69277,1
P21912,P03431,1
Q9BRK4,P03496,1
P35900,P03433,1
O94811,P03496,1
Q14186,P03496,1
P07437,P06821,1
Q16891,P03496,1
Q14247,P03496,1
Q99733,P03496,1
Q9BYJ9,P03496,1
Q07866,P03431,1
P35637,I6S532,1
P49591,P03496,1
P12104,P03496,1
Q7Z6Z7,P03431,1
Q9UGP8,P03496,1
Q9UKV3,P03496,1
Q9BRT3,P03496,1
P09651,P03508,1
Q92905,P03508,1
Q9UI10,P03496,1
P53621,P03508,1
Q8TCZ2,P03496,1
O95071,P03431,1
Q7Z6K5,P03496,1
P29692,P03431,1
Q8IWX8,P03496,1
P59768,P03496,1
Q8N163,P03508,1
Q8WVK2,P03496,1
P48735,P03496,1
Q63ZY3,P03496,1
P13995,P03496,1
Q14240,P03496,1
Q9Y5M8,P03496,1
P55008,P03496,1
Q8N4Q1,P03433,1
P00846,P03508,1
P26641,P03496,1
P0CG48,P03496,1
Q93096,P03496,1
P49327,P03431,1
Q99873,P03496,1
P17980,P03431,1
P35998,P03431,1
Q9Y265,P03508,1
P06748,P03428,1
O95478,P03496,1
P16615,P06821,1
P42224,P03496,1
P62081,P03496,1
P37802,P03496,1
Q13451,P03496,1
Q96RP9,P03496,1
Q9Y5V3,P03466,1
P19404,P03496,1
Q9NWK9,P03496,1
P14136,P03508,1
Q4G0J3,P03496,1
P55072,P03428,1
O00505,P69277,1
O60684,P69277,1
P06733,P03431,1
P49755,P03496,1
O75874,P03496,1
Q8NCB2,P03496,1
Q9H2H8,P03496,1
P35080,P03496,1
Q8TD26,P03433,1
Q9NX07,P03496,1
P0DMV9,P03496,1
P21912,P69277,1
O15269,P03496,1
Q9NSK0,P03431,1
P42224,P03431,1
Q9H246,P03496,1
O00571,P69277,1
Q93088,P03496,1
Q96AT1,P03496,1
Q8IXM3,P03496,1
P48643,P03508,1
Q9Y5B9,P03496,1
P60981,P03496,1
O75569,P03433,1
Q7Z7G2,P03496,1
Q14320,P03496,1
P02786,P03496,1
Q14974,P03496,1
Q9Y262,P03431,1
Q9NYF8,P69277,1
P62195,P03431,1
Q9UJA3,P03428,1
Q92598,P03485,1
Q14257,P03428,1
P07437,P03485,1
Q53F19,P03496,1
P11142,P03433,1
O00629,P69277,1
Q08211,P03431,1
P25705,P03496,1
P55795,P69277,1
Q96QD9,P03496,1
P02751,P06821,1
P67809,P03428,1
Q9NP98,P03496,1
Q9H0D6,P03496,1
P0CG47,P03496,1
O15355,P03431,1
P17980,P03508,1
Q9NUL3,P69277,1
Q8N6R0,P03433,1
P0CG48,P03428,1
Q969E8,P03496,1
Q5JY77,P03431,1
P14649,P03508,1
Q14019,P03431,1
P50120,P03496,1
P23588,P03496,1
O15260,P03496,1
Q8N142,P03496,1
P60842,P03431,1
Q9P258,P03496,1
Q96Q11,P03431,1
Q7Z7F0,P03496,1
Q9UL16,P03496,1
O15318,P03496,1
Q9BUV0,P03496,1
Q9NTJ3,P03496,1
Q9UL26,P03496,1
P61254,P03508,1
Q12962,P03496,1
P52292,P06821,1
Q96QC0,P03496,1
P56381,P03496,1
P63208,P03428,1
P09429,P03496,1
Q96E39,P03496,1
P08754,P03496,1
Q5TAB7,P03496,1
Q63ZY3,P03508,1
P35249,P03496,1
P01106,P03428,1
P05165,P03508,1
P21579,P03496,1
P68371,P03431,1
P59910,P03496,1
P49368,P03431,1
Q08379,P03496,1
O60508,P03496,1
P61513,P03496,1
P47756,P03496,1
Q9UKX7,P03431,1
