Protein1_ID,Protein2_ID,label
P04629,P03452,0
P04629,P03466,0
P04629,P03468,0
P04629,P03485,0
P04629,P06821,0
P04629,P0C0U1,0
Q03519,P03468,0
Q9HAY6,P03452,0
Q9HAY6,P03468,0
Q9HAY6,P03485,0
Q9HAY6,P06821,0
Q96S42,P03428,0
Q96S42,P03452,0
Q96S42,P03466,0
Q96S42,P03468,0
Q96S42,P03485,0
Q96S42,P03496,0
Q96S42,P06821,0
Q96S42,P0C0U1,0
Q96S42,P03508,0
P55316,P03452,0
P55316,P03466,0
P55316,P03468,0
P55316,P03485,0
P55316,P0C0U1,0
Q9H7S9,P03428,0
Q9H7S9,P03452,0
Q9H7S9,P03466,0
Q9H7S9,P03468,0
Q9H7S9,P03485,0
Q9H7S9,P06821,0
Q9H7S9,P0C0U1,0
P60852,P03428,0
P60852,P03452,0
P60852,P03466,0
P60852,P03468,0
P60852,P03485,0
P60852,P03496,0
P60852,P06821,0
P60852,P0C0U1,0
P60852,P03508,0
P56747,P03428,0
P56747,P03452,0
P56747,P03466,0
P56747,P03468,0
P56747,P03485,0
P56747,P06821,0
P56747,P0C0U1,0
P56747,P03508,0
O95484,P03428,0
O95484,P03452,0
O95484,P03466,0
O95484,P03468,0
O95484,P03485,0
O95484,P06821,0
O95484,P0C0U1,0
O95484,P03508,0
O15551,P03428,0
O15551,P03452,0
O15551,P03466,0
O15551,P03468,0
O15551,P03485,0
O15551,P06821,0
O15551,P0C0U1,0
P11511,P03452,0
P11511,P03466,0
P11511,P03468,0
P11511,P03485,0
P11511,P06821,0
P11511,P0C0U1,0
Q8TAU0,P03452,0
Q8TAU0,P03466,0
Q8TAU0,P03468,0
Q8TAU0,P0C0U1,0
Q8N7G0,P03452,0
Q8N7G0,P03466,0
Q8N7G0,P03468,0
Q8N7G0,P03485,0
Q8N7G0,P06821,0
Q8N7G0,P0C0U1,0
Q01860,P03452,0
P02708,P03428,0
P02708,P03452,0
P02708,P03466,0
P02708,P03468,0
P02708,P03485,0
P02708,P06821,0
P02708,P0C0U1,0
Q9Y5R5,P03452,0
Q9Y5R5,P03466,0
Q9Y5R5,P03468,0
Q9Y5R5,P03485,0
Q9Y5R5,P0C0U1,0
P31270,P03452,0
P31270,P03466,0
P31270,P03485,0
P31270,P06821,0
P31270,P0C0U1,0
P23759,P03452,0
P23759,P03466,0
P23759,P03468,0
P20264,P03452,0
P20264,P03466,0
P20264,P03468,0
P20264,P03485,0
P20264,P0C0U1,0
Q13422,P03452,0
Q13422,P03466,0
Q13422,P03468,0
Q9Y261,P03452,0
Q9Y261,P03468,0
Q9Y261,P03485,0
P49675,P03452,0
P49675,P03466,0
P49675,P03468,0
P49675,P06821,0
P49675,P0C0U1,0
Q14332,P03466,0
Q14332,P03468,0
Q14332,P03485,0
Q14332,P06821,0
Q14332,P0C0U1,0
O43248,P03452,0
O43248,P03466,0
O43248,P03468,0
O43248,P03485,0
O43248,P06821,0
O43248,P0C0U1,0
Q9H6I2,P03428,0
Q9H6I2,P03452,0
Q9H6I2,P03466,0
Q9H6I2,P03468,0
Q9H6I2,P03485,0
Q9H6I2,P06821,0
Q9H6I2,P0C0U1,0
P21741,P03452,0
P21741,P03466,0
P21741,P03468,0
P21741,P03485,0
P21741,P0C0U1,0
O00255,P03452,0
O00255,P03466,0
O00255,P03468,0
O00255,P03485,0
O00255,P0C0U1,0
Q96MS0,P03452,0
Q96MS0,P03466,0
Q96MS0,P03468,0
Q96MS0,P03485,0
Q96MS0,P06821,0
Q96MS0,P0C0U1,0
P61604,P03468,0
P11474,P03468,0
P11474,P03485,0
P55075,P03452,0
P55075,P03466,0
P55075,P03468,0
P55075,P03485,0
P55075,P06821,0
P55075,P0C0U1,0
Q99717,P03452,0
Q99717,P03466,0
Q99717,P03468,0
Q99717,P03485,0
Q99717,P0C0U1,0
P41219,P03452,0
P41219,P03468,0
Q9Y2T1,P03452,0
Q9Y2T1,P03468,0
Q9Y2T1,P0C0U1,0
Q13145,P03428,0
Q13145,P03433,0
Q13145,P03452,0
Q13145,P03466,0
Q13145,P03468,0
Q13145,P03485,0
Q13145,P06821,0
Q13145,P0C0U1,0
O95833,P03428,0
O95833,P03452,0
O95833,P03466,0
O95833,P03468,0
O95833,P03485,0
O95833,P06821,0
O95833,P0C0U1,0
Q6ZV29,P03452,0
Q6ZV29,P03468,0
Q6ZV29,P03485,0
Q6ZV29,P0C0U1,0
P37275,P03452,0
P37275,P03466,0
P37275,P03468,0
P37275,P03485,0
P37275,P0C0U1,0
P00395,P03428,0
P00395,P03466,0
P00395,P03468,0
P00395,P03485,0
P00395,P03508,0
P35680,P03452,0
P07101,P03452,0
P07101,P03466,0
P07101,P03468,0
P07101,P03485,0
P07101,P0C0U1,0
A8MTQ0,P03452,0
A8MTQ0,P03466,0
A8MTQ0,P03468,0
A8MTQ0,P03485,0
A8MTQ0,P06821,0
A8MTQ0,P0C0U1,0
Q9H2W2,P03428,0
Q9H2W2,P03452,0
Q9H2W2,P03466,0
Q9H2W2,P03468,0
Q9H2W2,P03485,0
Q9H2W2,P06821,0
Q9H2W2,P0C0U1,0
Q9Y333,P03452,0
Q9Y333,P03468,0
Q9Y333,P03485,0
Q9Y333,P0C0U1,0
P32242,P03452,0
P32242,P03466,0
P32242,P03468,0
P32242,P03485,0
P06732,P03452,0
P06732,P03468,0
P49842,P03428,0
P49842,P03452,0
P49842,P03466,0
P49842,P03468,0
P49842,P03485,0
P49842,P06821,0
P49842,P0C0U1,0
P49842,P03508,0
P32243,P03452,0
P32243,P03466,0
P32243,P03468,0
P32243,P0C0U1,0
P41212,P03433,0
P41212,P03452,0
P41212,P03466,0
P41212,P03468,0
P41212,P03485,0
P41212,P06821,0
P41212,P0C0U1,0
Q9Y219,P03452,0
Q9Y219,P03466,0
Q9Y219,P03468,0
Q9Y219,P03485,0
Q9Y219,P0C0U1,0
P49716,P03452,0
P49716,P03466,0
P49716,P03468,0
P49716,P03485,0
P42262,P03452,0
P42262,P03468,0
P42262,P03485,0
P42262,P0C0U1,0
Q9H000,P03452,0
Q9H000,P03466,0
Q9H000,P03468,0
Q9H000,P03485,0
Q9H000,P06821,0
Q9H000,P0C0U1,0
Q9H2V7,P03466,0
Q9H2V7,P03468,0
Q9H2V7,P03485,0
P45379,P03468,0
Q8IXK0,P03452,0
Q8IXK0,P03468,0
Q8IXK0,P03485,0
Q7Z794,P03468,0
Q7Z794,P0C0U1,0
Q7RTS7,P03468,0
Q7RTS7,P0C0U1,0
Q3SY84,P03468,0
Q01546,P03468,0
Q01546,P0C0U1,0
Q5XKE5,P03468,0
P04264,P03468,0
O95678,P03468,0
P35908,P03468,0
Q86Y46,P03468,0
Q86Y46,P0C0U1,0
P50120,P03468,0
Q8NFM7,P03452,0
Q8NFM7,P03468,0
Q8NFM7,P03485,0
Q8NFM7,P06821,0
Q8NFM7,P0C0U1,0
O75311,P03452,0
O75311,P03466,0
O75311,P03468,0
O75311,P03485,0
O75311,P06821,0
O75311,P0C0U1,0
Q9BXP5,P03452,0
Q9BXP5,P03468,0
Q9BXP5,P0C0U1,0
Q96A05,P03468,0
Q9NUU7,P03468,0
Q15468,P03452,0
Q15468,P03466,0
Q15468,P03468,0
Q15468,P03485,0
Q15468,P0C0U1,0
Q9UQB9,P03452,0
Q9UQB9,P03468,0
Q9UQB9,P03485,0
Q9UQB9,P0C0U1,0
Q15554,P03452,0
Q15554,P03468,0
Q15554,P03485,0
Q01081,P03452,0
Q01081,P03468,0
Q9P253,P03452,0
Q9P253,P03466,0
Q9P253,P03468,0
Q9P253,P03485,0
Q9P253,P06821,0
Q9P253,P0C0U1,0
P48729,P03468,0
P06213,P03452,0
P06213,P03468,0
P06213,P03485,0
P06213,P0C0U1,0
Q9Y283,P03452,0
Q9Y283,P03468,0
Q9Y283,P03485,0
Q86SG6,P03452,0
Q86SG6,P03466,0
Q86SG6,P03468,0
Q86SG6,P03485,0
Q86SG6,P06821,0
Q86SG6,P0C0U1,0
Q86SG6,P03508,0
Q8WWM9,P03452,0
Q8WWM9,P03466,0
Q8WWM9,P03468,0
Q8WWM9,P03485,0
Q8WWM9,P0C0U1,0
Q02535,P03452,0
Q02535,P03466,0
Q02535,P03468,0
Q02535,P03485,0
Q02535,P06821,0
Q8IWX7,P03431,0
Q8IWX7,P03452,0
Q8IWX7,P03468,0
Q8IWX7,P03485,0
Q96KX0,P03428,0
Q96KX0,P03466,0
Q96KX0,P03468,0
Q96KX0,P03485,0
Q96KX0,P06821,0
Q96KX0,P03508,0
Q96QH8,P03452,0
Q96QH8,P03466,0
Q96QH8,P03468,0
Q96QH8,P03485,0
Q96QH8,P06821,0
Q96QH8,P0C0U1,0
Q6UWQ5,P03466,0
Q6UWQ5,P03468,0
Q6UWQ5,P03485,0
Q6UWQ5,P06821,0
Q6UWQ5,P0C0U1,0
Q8IXA5,P03428,0
Q8IXA5,P03452,0
Q8IXA5,P03466,0
Q8IXA5,P03468,0
Q8IXA5,P03485,0
Q8IXA5,P03496,0
Q8IXA5,P06821,0
Q8IXA5,P0C0U1,0
Q8IXA5,P03508,0
O75951,P03428,0
O75951,P03452,0
O75951,P03466,0
O75951,P03468,0
O75951,P03485,0
O75951,P03496,0
O75951,P06821,0
O75951,P0C0U1,0
O75951,P03508,0
O95935,P03452,0
O95935,P03468,0
O95935,P03485,0
O95935,P06821,0
O95935,P0C0U1,0
Q96SF7,P03452,0
Q96SF7,P03466,0
Q96SF7,P03468,0
Q96SF7,P03485,0
Q96SF7,P06821,0
Q96SF7,P0C0U1,0
P00450,P0C0U1,0
P09544,P03428,0
P09544,P03452,0
P09544,P03466,0
P09544,P03468,0
P09544,P03485,0
P09544,P06821,0
P09544,P0C0U1,0
P09544,P03508,0
Q9NR23,P03433,0
Q9NR23,P03452,0
Q9NR23,P03466,0
Q9NR23,P03468,0
Q9NR23,P03485,0
Q9NR23,P0C0U1,0
P27539,P03428,0
P27539,P03431,0
P27539,P03452,0
P27539,P03466,0
P27539,P03468,0
P27539,P03485,0
P27539,P03496,0
P27539,P06821,0
P27539,P0C0U1,0
P27539,P03508,0
P28062,P03452,0
P28062,P03468,0
O43679,P03452,0
O43679,P03468,0
O43679,P03485,0
P52564,P03468,0
A6NMX2,P03452,0
A6NMX2,P03468,0
A6NMX2,P03485,0
A6NMX2,P0C0U1,0
Q13207,P03452,0
Q13207,P03466,0
Q13207,P03468,0
Q13207,P03485,0
Q9BYU1,P03452,0
Q9BYU1,P03468,0
Q9BYU1,P0C0U1,0
P11161,P03452,0
P11161,P03466,0
P11161,P03468,0
P11161,P03485,0
P11161,P06821,0
P11161,P0C0U1,0
P11161,P03508,0
P10070,P03452,0
P10070,P03466,0
P10070,P03468,0
P10070,P03485,0
P10070,P06821,0
P10070,P0C0U1,0
Q8N119,P03452,0
Q8N119,P03466,0
Q8N119,P03468,0
Q8N119,P03485,0
Q8N119,P06821,0
Q8N119,P0C0U1,0
Q03014,P03452,0
Q03014,P03466,0
Q03014,P03468,0
Q03014,P03485,0
Q03014,P0C0U1,0
Q15628,P03428,0
Q15628,P03452,0
Q15628,P03466,0
Q15628,P03468,0
Q15628,P03485,0
P11766,P03452,0
P11766,P03485,0
O15209,P03452,0
O15209,P03468,0
O15209,P03485,0
O15209,P06821,0
O15209,P0C0U1,0
Q9Y2V3,P03452,0
Q9Y2V3,P03466,0
Q9Y2V3,P03468,0
Q9Y2V3,P03485,0
Q9Y2V3,P0C0U1,0
P17509,P03452,0
P17509,P03466,0
P17509,P03468,0
P17509,P03485,0
P17509,P06821,0
P17509,P0C0U1,0
Q99593,P03452,0
Q99593,P03466,0
Q99593,P03468,0
Q99593,P03485,0
Q99593,P0C0U1,0
Q01543,P03452,0
Q01543,P03466,0
Q01543,P03468,0
Q01543,P03485,0
P35372,P03428,0
P35372,P03452,0
P35372,P03466,0
P35372,P03468,0
P35372,P03485,0
P35372,P06821,0
P35372,P0C0U1,0
P35372,P03508,0
P02585,P03468,0
P20265,P03452,0
P20265,P03468,0
P20265,P0C0U1,0
P55771,P03452,0
P55771,P03468,0
P55771,P03485,0
P55771,P0C0U1,0
P13591,P03452,0
P13591,P03466,0
P13591,P03468,0
P13591,P03485,0
P13591,P0C0U1,0
P49640,P03428,0
P49640,P03452,0
P49640,P03466,0
P49640,P03468,0
P49640,P03485,0
P49640,P06821,0
P49640,P0C0U1,0
P49640,P03508,0
P49639,P03452,0
P49639,P03468,0
P49639,P03485,0
P49639,P06821,0
P49639,P0C0U1,0
Q9UMR5,P03428,0
Q9UMR5,P03431,0
Q9UMR5,P03452,0
Q9UMR5,P03466,0
Q9UMR5,P03468,0
Q9UMR5,P03485,0
Q9UMR5,P06821,0
Q9UMR5,P0C0U1,0
Q9UMR5,P03508,0
P57682,P03452,0
P57682,P03466,0
P57682,P03468,0
P57682,P03485,0
P57682,P0C0U1,0
Q03933,P03452,0
Q13351,P03428,0
Q13351,P03452,0
Q13351,P03466,0
Q13351,P03468,0
Q13351,P03485,0
Q13351,P06821,0
Q13351,P0C0U1,0
Q13351,P03508,0
Q9UM47,P03466,0
Q9UM47,P03485,0
Q9UMX6,P03468,0
Q9UMX6,P0C0U1,0
P15692,P03433,0
P15692,P03452,0
P15692,P03466,0
P15692,P03468,0
P15692,P03485,0
P15692,P06821,0
P15692,P0C0U1,0
Q14576,P03485,0
P09017,P03452,0
P09017,P03466,0
P09017,P03468,0
P09017,P03485,0
P09017,P06821,0
P09017,P0C0U1,0
P14652,P03452,0
P14652,P03466,0
P14652,P03468,0
P14652,P03485,0
P14652,P0C0U1,0
P12104,P03468,0
Q99697,P03452,0
Q99697,P03466,0
Q99697,P03468,0
P54753,P03452,0
P54753,P03466,0
P54753,P03468,0
P54753,P03485,0
P54753,P06821,0
P54753,P0C0U1,0
P55318,P03452,0
P55318,P03468,0
P55318,P03485,0
P55318,P0C0U1,0
Q9BUD6,P03428,0
Q9BUD6,P03452,0
Q9BUD6,P03466,0
Q9BUD6,P03468,0
Q9BUD6,P03485,0
Q9BUD6,P06821,0
Q9BUD6,P0C0U1,0
Q14995,P03452,0
Q14995,P03468,0
Q14995,P03485,0
Q14995,P0C0U1,0
Q9H2C1,P03452,0
Q9H2C1,P03466,0
Q9H2C1,P03468,0
Q9H2C1,P03485,0
Q9H2C1,P06821,0
Q9H2C1,P0C0U1,0
Q0VG99,P03428,0
Q0VG99,P03433,0
Q0VG99,P03452,0
Q0VG99,P03466,0
Q0VG99,P03468,0
Q0VG99,P03485,0
Q0VG99,P06821,0
Q0VG99,P0C0U1,0
Q9BRJ9,P03428,0
Q9BRJ9,P03452,0
Q9BRJ9,P03466,0
Q9BRJ9,P03468,0
Q9BRJ9,P03485,0
Q9BRJ9,P06821,0
Q9BRJ9,P03508,0
O43323,P03428,0
O43323,P03452,0
O43323,P03466,0
O43323,P03468,0
O43323,P03485,0
O43323,P06821,0
O43323,P0C0U1,0
O43323,P03508,0
P56178,P03452,0
P56178,P03466,0
P56178,P03468,0
P56178,P03485,0
P56178,P06821,0
P56178,P0C0U1,0
Q93098,P03428,0
Q93098,P03452,0
Q93098,P03466,0
Q93098,P03468,0
Q93098,P03485,0
Q93098,P06821,0
Q93098,P0C0U1,0
Q93098,P03508,0
P56915,P03452,0
P56915,P03468,0
P56915,P0C0U1,0
P28358,P03452,0
P28358,P03466,0
P28358,P03468,0
P28358,P03485,0
P28358,P0C0U1,0
P05019,P03452,0
P05019,P03466,0
P05019,P03468,0
P05019,P03485,0
P05019,P06821,0
P05019,P0C0U1,0
Q96A32,P03452,0
Q96A32,P03468,0
Q06418,P03452,0
Q06418,P03468,0
Q06418,P03485,0
Q06418,P0C0U1,0
Q96NK8,P03452,0
Q96NK8,P03466,0
Q96NK8,P03468,0
Q96NK8,P06821,0
Q96NK8,P0C0U1,0
P29475,P03452,0
P31271,P03452,0
P31271,P03466,0
P31271,P03468,0
P31271,P03485,0
P31271,P06821,0
P31271,P0C0U1,0
Q5JT82,P03452,0
Q5JT82,P03466,0
Q5JT82,P03468,0
Q5JT82,P03485,0
Q5JT82,P06821,0
Q5JT82,P0C0U1,0
Q96NZ1,P03452,0
Q96NZ1,P03466,0
Q96NZ1,P03468,0
Q96NZ1,P03485,0
Q96NZ1,P06821,0
Q96NZ1,P0C0U1,0
Q9Y5B8,P03468,0
Q9Y5B8,P03485,0
Q9Y5B8,P06821,0
Q9Y5B8,P0C0U1,0
P53778,P03452,0
P53778,P03468,0
O95863,P03433,0
O95863,P03452,0
O95863,P03466,0
O95863,P03468,0
O95863,P03485,0
O95863,P06821,0
O95863,P0C0U1,0
P56705,P03452,0
P56705,P03466,0
P56705,P03468,0
P56705,P03485,0
P56705,P06821,0
P56705,P0C0U1,0
P56705,P03508,0
Q00056,P03452,0
Q00056,P03468,0
Q00056,P03485,0
Q00056,P0C0U1,0
Q05925,P03452,0
Q05925,P03468,0
Q05925,P03485,0
Q05925,P06821,0
Q05925,P0C0U1,0
Q9BWD1,P03452,0
Q9BWD1,P03468,0
Q9BWD1,P03485,0
P15976,P03452,0
P15976,P03466,0
P15976,P03468,0
P15976,P03485,0
P15976,P06821,0
P15976,P0C0U1,0
O95715,P03452,0
O95715,P03466,0
O95715,P03468,0
O95715,P03485,0
O95715,P0C0U1,0
Q00535,P03468,0
P28074,P03468,0
P10721,P03468,0
P10721,P03485,0
P10721,P06821,0
P10721,P0C0U1,0
P00751,P03468,0
P09529,P03428,0
P09529,P03452,0
P09529,P03466,0
P09529,P03468,0
P09529,P03485,0
P09529,P06821,0
P09529,P0C0U1,0
P09529,P03508,0
P09067,P03452,0
P09067,P03466,0
P09067,P03468,0
P09067,P03485,0
P09067,P06821,0
P09067,P0C0U1,0
P43026,P03452,0
P43026,P03466,0
P43026,P03468,0
P43026,P03485,0
P43026,P06821,0
P43026,P0C0U1,0
O95639,P03452,0
Q9Y4X3,P03452,0
Q9Y4X3,P03466,0
Q9Y4X3,P03468,0
Q9Y4X3,P03485,0
Q9Y4X3,P06821,0
Q9Y4X3,P0C0U1,0
Q9UBR4,P03452,0
Q9UBR4,P03466,0
Q9UBR4,P03468,0
Q9UBR4,P06821,0
Q9UBR4,P0C0U1,0
Q9UMR3,P03452,0
Q9UMR3,P03466,0
Q9UMR3,P03468,0
Q02763,P03428,0
Q02763,P03452,0
Q02763,P03468,0
Q02763,P03485,0
Q02763,P06821,0
P60880,P03452,0
P60880,P03468,0
Q16526,P03452,0
Q16526,P03468,0
Q16526,P03485,0
Q16526,P0C0U1,0
Q13740,P03466,0
Q13740,P03468,0
Q13740,P03485,0
Q13740,P0C0U1,0
Q96QS3,P03452,0
Q96QS3,P03466,0
Q96QS3,P03468,0
Q96QS3,P03485,0
Q9BZB8,P03428,0
Q9BZB8,P03452,0
Q9BZB8,P03466,0
Q9BZB8,P03468,0
Q9BZB8,P03485,0
Q9BZB8,P06821,0
Q9BZB8,P0C0U1,0
Q92886,P03452,0
Q92886,P03466,0
Q92886,P03468,0
Q92886,P03485,0
Q92886,P06821,0
P35548,P03452,0
P35548,P03466,0
P35548,P03468,0
P26367,P03452,0
P26367,P03466,0
P26367,P03468,0
P30613,P03452,0
P30613,P03468,0
P30613,P03485,0
P30613,P06821,0
P30613,P0C0U1,0
P63215,P03466,0
P63215,P03468,0
P63215,P03485,0
P63215,P0C0U1,0
O75508,P03428,0
O75508,P03452,0
O75508,P03466,0
O75508,P03468,0
O75508,P03485,0
O75508,P06821,0
O75508,P0C0U1,0
O75508,P03508,0
P30793,P03452,0
P30793,P03468,0
P30793,P03485,0
P30793,P0C0U1,0
P03901,P03428,0
P03901,P03452,0
P03901,P03466,0
P03901,P03468,0
P03901,P03485,0
P03901,P06821,0
P03901,P03508,0
Q13936,P03452,0
Q13936,P03468,0
Q13936,P03485,0
Q13936,P0C0U1,0
Q9BXU8,P03452,0
Q9BXU8,P03466,0
Q9BXU8,P03468,0
Q9BXU8,P03485,0
Q9BXU8,P06821,0
Q9BXU8,P0C0U1,0
Q8N4E7,P03452,0
Q8N4E7,P03466,0
Q8N4E7,P03468,0
Q8N4E7,P03485,0
Q8N4E7,P06821,0
Q8N4E7,P0C0U1,0
P55851,P03452,0
P55851,P03466,0
P55851,P03468,0
P55851,P03485,0
P55851,P0C0U1,0
P08100,P03428,0
P08100,P03452,0
P08100,P03466,0
P08100,P03468,0
P08100,P03485,0
P08100,P06821,0
P08100,P0C0U1,0
Q96PE1,P03452,0
Q96PE1,P03466,0
Q96PE1,P03468,0
Q96PE1,P03485,0
P15173,P03452,0
P15173,P03466,0
P15173,P03468,0
P15173,P03485,0
Q9UKG1,P03452,0
Q9UKG1,P03468,0
Q9UKG1,P03485,0
Q9UKG1,P0C0U1,0
Q9UBX0,P03452,0
Q9UBX0,P03466,0
Q9UBX0,P03468,0
Q9UBX0,P03485,0
Q9UBX0,P06821,0
Q9UBX0,P0C0U1,0
A6NCS4,P03452,0
A6NCS4,P03466,0
A6NCS4,P03468,0
A6NCS4,P03485,0
A6NCS4,P06821,0
A6NCS4,P0C0U1,0
P03999,P03428,0
P03999,P03431,0
P03999,P03452,0
P03999,P03466,0
P03999,P03468,0
P03999,P03485,0
P03999,P03496,0
P03999,P06821,0
P03999,P0C0U1,0
P03999,P03508,0
Q92858,P03452,0
Q92858,P03466,0
Q92858,P03468,0
P09629,P03452,0
P09629,P03468,0
P06858,P03428,0
P06858,P03452,0
P06858,P03466,0
P06858,P03468,0
P06858,P03485,0
P06858,P0C0U1,0
P09630,P03452,0
P09630,P03468,0
P09630,P0C0U1,0
P15918,P03452,0
P15918,P03466,0
P15918,P03468,0
P15918,P03485,0
P15918,P06821,0
P15918,P0C0U1,0
P15918,P03508,0
P60033,P03428,0
P60033,P03452,0
P60033,P03466,0
P60033,P03485,0
P60033,P06821,0
P60033,P0C0U1,0
P60033,P03508,0
P56373,P03466,0
P56373,P03468,0
P56373,P03485,0
P56373,P06821,0
P56373,P0C0U1,0
O75084,P03428,0
O75084,P03452,0
O75084,P03466,0
O75084,P03468,0
O75084,P03485,0
O75084,P06821,0
O75084,P0C0U1,0
O75084,P03508,0
P35813,P03452,0
P35716,P03452,0
P35716,P03468,0
Q9H2Z4,P03452,0
Q9H2Z4,P03468,0
Q9H2Z4,P03485,0
Q9H2Z4,P0C0U1,0
P19622,P03452,0
P19622,P03468,0
P19622,P0C0U1,0
P61923,P03452,0
P61923,P03468,0
P61923,P03485,0
P61923,P0C0U1,0
P61769,P03452,0
P61769,P03468,0
Q9H461,P03428,0
Q9H461,P03452,0
Q9H461,P03466,0
Q9H461,P03468,0
Q9H461,P03485,0
Q9H461,P06821,0
Q9H461,P0C0U1,0
Q9H461,P03508,0
P14136,P03452,0
P14136,P03468,0
P14136,P03485,0
P37231,P03452,0
P41587,P03428,0
P41587,P03431,0
P41587,P03452,0
P41587,P03466,0
P41587,P03468,0
P41587,P03485,0
P41587,P03496,0
P41587,P06821,0
P41587,P0C0U1,0
P41587,P03508,0
Q04726,P03452,0
Q04726,P03466,0
Q04726,P03468,0
Q04726,P03485,0
Q04726,P06821,0
Q04726,P0C0U1,0
P17483,P03452,0
P17483,P03466,0
P17483,P03468,0
P17483,P03485,0
P17483,P06821,0
P17483,P0C0U1,0
P17483,P03508,0
O95096,P03452,0
O95096,P03468,0
P18065,P03452,0
P18065,P03466,0
P18065,P03468,0
P18065,P03485,0
P18065,P06821,0
P18065,P0C0U1,0
O95631,P03452,0
O95631,P03466,0
O95631,P03468,0
